"","ensembl_id","gene_name"
"627","ENSMUSG00000036086","Zranb3"
"628","ENSMUSG00000056211","R3hdm1"
"629","ENSMUSG00000026353","Ubxn4"
"630","ENSMUSG00000026354","Lct"
"631","ENSMUSG00000026355","Mcm6"
"632","ENSMUSG00000026356","Dars"
"633","ENSMUSG00000045382","Cxcr4"
"634","ENSMUSG00000042581","Thsd7b"
"635","ENSMUSG00000026401","Cd55b"
"636","ENSMUSG00000026399","Cd55"
"637","ENSMUSG00000042554","Zp3r"
"638","ENSMUSG00000026405","C4bp"
"639","ENSMUSG00000101904","Gm29427"
"640","ENSMUSG00000026409","Pfkfb2"
"641","ENSMUSG00000046404","Yod1"
"642","ENSMUSG00000042510","AA986860"
"643","ENSMUSG00000026415","Fcamr"
"644","ENSMUSG00000026417","Pigr"
"645","ENSMUSG00000042474","Fcmr"
"646","ENSMUSG00000026420","Il24"
"647","ENSMUSG00000026416","Il20"
"648","ENSMUSG00000016524","Il19"
"649","ENSMUSG00000016529","Il10"
"650","ENSMUSG00000016528","Mapkapk2"
"651","ENSMUSG00000016526","Dyrk3"
"652","ENSMUSG00000026427","Eif2d"
"653","ENSMUSG00000026430","Rassf5"
"654","ENSMUSG00000042349","Ikbke"
"655","ENSMUSG00000026425","Srgap2"
"656","ENSMUSG00000055184","Fam72a"
"657","ENSMUSG00000026432","Avpr1b"
"658","ENSMUSG00000004552","Ctse"
"659","ENSMUSG00000052688","Rab7b"
"660","ENSMUSG00000042268","Slc26a9"
"661","ENSMUSG00000042251","Pm20d1"
"662","ENSMUSG00000013275","Slc41a1"
"663","ENSMUSG00000026433","Rab29"
"664","ENSMUSG00000026434","Nucks1"
"665","ENSMUSG00000026435","Slc45a3"
"666","ENSMUSG00000026436","Elk4"
"667","ENSMUSG00000059149","Mfsd4"
"668","ENSMUSG00000026437","Cdk18"
"669","ENSMUSG00000079330","Lemd1"
"670","ENSMUSG00000042115","Klhdc8a"
"671","ENSMUSG00000009772","Nuak2"
"672","ENSMUSG00000042066","Tmcc2"
"673","ENSMUSG00000042046","Dstyk"
"674","ENSMUSG00000026439","Rbbp5"
"675","ENSMUSG00000048174","Tmem81"
"676","ENSMUSG00000053024","Cntn2"
"677","ENSMUSG00000026442","Nfasc"
"678","ENSMUSG00000026443","Lrrn2"
"679","ENSMUSG00000054387","Mdm4"
"680","ENSMUSG00000026447","Pik3c2b"
"681","ENSMUSG00000046062","Ppp1r15b"
"682","ENSMUSG00000041757","Plekha6"
"683","ENSMUSG00000103421","Golt1a"
"684","ENSMUSG00000098306","Gm28040"
"685","ENSMUSG00000070645","Ren1"
"686","ENSMUSG00000070644","Etnk2"
"687","ENSMUSG00000070643","Sox13"
"688","ENSMUSG00000090553","Snrpe"
"689","ENSMUSG00000102976","Zc3h11a"
"690","ENSMUSG00000094410","Gm38394"
"691","ENSMUSG00000051998","Lax1"
"692","ENSMUSG00000026463","Atp2b4"
"693","ENSMUSG00000010311","Optc"
"694","ENSMUSG00000041577","Prelp"
"695","ENSMUSG00000041559","Fmod"
"696","ENSMUSG00000020423","Btg2"
"697","ENSMUSG00000026450","Chit1"
"698","ENSMUSG00000064246","Chil1"
"699","ENSMUSG00000042451","Mybph"
"700","ENSMUSG00000042429","Adora1"
"701","ENSMUSG00000026459","Myog"
"702","ENSMUSG00000026458","Ppfia4"
"703","ENSMUSG00000042305","Tmem183a"
"704","ENSMUSG00000050526","4933406M09Rik"
"705","ENSMUSG00000026456","Cyb5r1"
"706","ENSMUSG00000026457","Adipor1"
"707","ENSMUSG00000026455","Klhl12"
"708","ENSMUSG00000042229","Rabif"
"709","ENSMUSG00000046367","Mgat4e"
"710","ENSMUSG00000042207","Kdm5b"
"711","ENSMUSG00000026452","Syt2"
"712","ENSMUSG00000073557","Ppp1r12b"
"713","ENSMUSG00000026429","Ube2t"
"714","ENSMUSG00000042793","Lgr6"
"715","ENSMUSG00000031506","Ptpn7"
"716","ENSMUSG00000026426","Arl8a"
"717","ENSMUSG00000026424","Gpr37l1"
"718","ENSMUSG00000003051","Elf3"
"719","ENSMUSG00000041926","Rnpep"
"720","ENSMUSG00000062580","Timm17a"
"721","ENSMUSG00000048096","Lmod1"
"722","ENSMUSG00000041889","Shisa4"
"723","ENSMUSG00000041879","Ipo9"
"724","ENSMUSG00000009418","Nav1"
"725","ENSMUSG00000026421","Csrp1"
"726","ENSMUSG00000041801","Phlda3"
"727","ENSMUSG00000026418","Tnni1"
"728","ENSMUSG00000041782","Lad1"
"729","ENSMUSG00000026414","Tnnt2"
"730","ENSMUSG00000026413","Pkp1"
"731","ENSMUSG00000051985","Igfn1"
"732","ENSMUSG00000026411","Tmem9"
"733","ENSMUSG00000097918","Ascl5"
"734","ENSMUSG00000026407","Cacna1s"
"735","ENSMUSG00000041642","Kif21b"
"736","ENSMUSG00000087230","Mroh3"
"737","ENSMUSG00000041605","5730559C18Rik"
"738","ENSMUSG00000052759","Gpr25"
"739","ENSMUSG00000041570","Camsap2"
"740","ENSMUSG00000026404","Ddx59"
"741","ENSMUSG00000041498","Kif14"
"742","ENSMUSG00000041483","Zfp281"
"743","ENSMUSG00000026398","Nr5a2"
"744","ENSMUSG00000026395","Ptprc"
"745","ENSMUSG00000026394","Atp6v1g3"
"746","ENSMUSG00000026393","Nek7"
"747","ENSMUSG00000019230","Lhx9"
"748","ENSMUSG00000079283","2310009B15Rik"
"749","ENSMUSG00000056268","Dennd1b"
"750","ENSMUSG00000063681","Crb1"
"751","ENSMUSG00000033964","Zbtb41"
"752","ENSMUSG00000033952","Aspm"
"753","ENSMUSG00000026368","F13b"
"754","ENSMUSG00000057037","Cfhr1"
"755","ENSMUSG00000070594","Gm4788"
"756","ENSMUSG00000033898","Cfhr2"
"757","ENSMUSG00000026365","Cfh"
"758","ENSMUSG00000052726","Kcnt2"
"759","ENSMUSG00000026361","Cdc73"
"760","ENSMUSG00000033849","B3galt2"
"761","ENSMUSG00000018196","Glrx2"
"762","ENSMUSG00000018199","Trove2"
"763","ENSMUSG00000018189","Uchl5"
"764","ENSMUSG00000026360","Rgs2"
"765","ENSMUSG00000051079","Rgs13"
"766","ENSMUSG00000026358","Rgs1"
"767","ENSMUSG00000098509","Rgs21"
"768","ENSMUSG00000026357","Rgs18"
"769","ENSMUSG00000035131","Brinp3"
"770","ENSMUSG00000056220","Pla2g4a"
"771","ENSMUSG00000032487","Ptgs2"
"772","ENSMUSG00000006007","Pdc"
"773","ENSMUSG00000006010","BC003331"
"774","ENSMUSG00000006005","Tpr"
"775","ENSMUSG00000006014","Prg4"
"776","ENSMUSG00000066842","Hmcn1"
"777","ENSMUSG00000023150","Ivns1abp"
"778","ENSMUSG00000052748","Swt1"
"779","ENSMUSG00000053286","Trmt1l"
"780","ENSMUSG00000026484","Rnf2"
"781","ENSMUSG00000026483","Fam129a"
"782","ENSMUSG00000043019","Edem3"
"783","ENSMUSG00000032666","1700025G04Rik"
"784","ENSMUSG00000014980","Tsen15"
"785","ENSMUSG00000032649","Colgalt2"
"786","ENSMUSG00000026482","Rgl1"
"787","ENSMUSG00000055547","Apobec4"
"788","ENSMUSG00000008475","Arpc5"
"789","ENSMUSG00000026480","Ncf2"
"790","ENSMUSG00000042772","Smg7"
"791","ENSMUSG00000042751","Nmnat2"
"792","ENSMUSG00000026479","Lamc2"
"793","ENSMUSG00000026478","Lamc1"
"794","ENSMUSG00000042708","Shcbp1l"
"795","ENSMUSG00000042699","Dhx9"
"796","ENSMUSG00000042684","Npl"
"797","ENSMUSG00000042671","Rgs8"
"798","ENSMUSG00000026475","Rgs16"
"799","ENSMUSG00000066800","Rnasel"
"800","ENSMUSG00000042641","Rgsl1"
"801","ENSMUSG00000045968","Teddm2"
"802","ENSMUSG00000043282","Teddm1b"
"803","ENSMUSG00000047053","Teddm1a"
"804","ENSMUSG00000026473","Glul"
"805","ENSMUSG00000066797","Zfp648"
"806","ENSMUSG00000004110","Cacna1e"
"807","ENSMUSG00000056708","Ier5"
"808","ENSMUSG00000026471","Mr1"
"809","ENSMUSG00000026470","Stx6"
"810","ENSMUSG00000033722","BC034090"
"811","ENSMUSG00000026469","Xpr1"
"812","ENSMUSG00000033701","Acbd6"
"813","ENSMUSG00000026468","Lhx4"
"814","ENSMUSG00000033684","Qsox1"
"815","ENSMUSG00000033671","Cep350"
"816","ENSMUSG00000026466","Tor1aip1"
"817","ENSMUSG00000050565","Tor1aip2"
"818","ENSMUSG00000015484","Fam163a"
"819","ENSMUSG00000060985","Tdrd5"
"820","ENSMUSG00000026602","Nphs2"
"821","ENSMUSG00000026601","Axdnd1"
"822","ENSMUSG00000078193","Gm2000"
"823","ENSMUSG00000026600","Soat1"
"824","ENSMUSG00000026596","Abl2"
"825","ENSMUSG00000060519","Tor3a"
"826","ENSMUSG00000033557","Fam20b"
"827","ENSMUSG00000026594","Ralgps2"
"828","ENSMUSG00000033544","Angptl1"
"829","ENSMUSG00000026592","Tex35"
"830","ENSMUSG00000070565","Rasal2"
"831","ENSMUSG00000033488","BC026585"
"832","ENSMUSG00000026589","Sec16b"
"833","ENSMUSG00000004031","Brinp2"
"834","ENSMUSG00000026587","Astn1"
"835","ENSMUSG00000073530","Pappa2"
"836","ENSMUSG00000040782","Rfwd2"
"837","ENSMUSG00000015829","Tnr"
"838","ENSMUSG00000090394","4930523C07Rik"
"839","ENSMUSG00000026725","Tnn"
"840","ENSMUSG00000058267","Mrps14"
"841","ENSMUSG00000014226","Cacybp"
"842","ENSMUSG00000026721","Rabgap1l"
"843","ENSMUSG00000040423","Rc3h1"
"844","ENSMUSG00000026715","Serpinc1"
"845","ENSMUSG00000043467","Zbtb37"
"846","ENSMUSG00000026709","Dars2"
"847","ENSMUSG00000026708","Cenpl"
"848","ENSMUSG00000026705","Klhl20"
"849","ENSMUSG00000044835","Ankrd45"
"850","ENSMUSG00000049160","4930469G21Rik"
"851","ENSMUSG00000026701","Prdx6"
"852","ENSMUSG00000026700","Tnfsf4"
"853","ENSMUSG00000066755","Tnfsf18"
"854","ENSMUSG00000000817","Fasl"
"855","ENSMUSG00000040297","Suco"
"856","ENSMUSG00000086277","4930558K02Rik"
"857","ENSMUSG00000026698","Pigc"
"858","ENSMUSG00000040265","Dnm3"
"859","ENSMUSG00000026694","Mettl13"
"860","ENSMUSG00000026696","Vamp4"
"861","ENSMUSG00000026697","Myoc"
"862","ENSMUSG00000091060","7420461P10Rik"
"863","ENSMUSG00000040225","Prrc2c"
"864","ENSMUSG00000026692","Fmo4"
"865","ENSMUSG00000040181","Fmo1"
"866","ENSMUSG00000040170","Fmo2"
"867","ENSMUSG00000095576","Fmo6"
"868","ENSMUSG00000026691","Fmo3"
"869","ENSMUSG00000071890","Mroh9"
"870","ENSMUSG00000026586","Prrx1"
"871","ENSMUSG00000040124","Gorab"
"872","ENSMUSG00000040113","Mettl11b"
"873","ENSMUSG00000026585","Kifap3"
"874","ENSMUSG00000026584","Scyl3"
"875","ENSMUSG00000041406","BC055324"
"876","ENSMUSG00000041396","Mettl18"
"877","ENSMUSG00000026582","Sele"
"878","ENSMUSG00000026581","Sell"
"879","ENSMUSG00000026580","Selp"
"880","ENSMUSG00000026579","F5"
"881","ENSMUSG00000040918","Slc19a2"
"882","ENSMUSG00000026578","Ccdc181"
"883","ENSMUSG00000026577","Blzf1"
"884","ENSMUSG00000026575","Nme7"
"885","ENSMUSG00000026576","Atp1b1"
"886","ENSMUSG00000026574","Dpt"
"887","ENSMUSG00000026573","Xcl1"
"888","ENSMUSG00000026572","Tbx19"
"889","ENSMUSG00000040848","Sft2d2"
"890","ENSMUSG00000040843","Tiprl"
"891","ENSMUSG00000040836","Gpr161"
"892","ENSMUSG00000026571","Dcaf6"
"893","ENSMUSG00000026568","Mpc2"
"894","ENSMUSG00000026567","Adcy10"
"895","ENSMUSG00000026566","Mpzl1"
"896","ENSMUSG00000040723","Rcsd1"
"897","ENSMUSG00000040713","Creg1"
"898","ENSMUSG00000005763","Cd247"
"899","ENSMUSG00000026565","Pou2f1"
"900","ENSMUSG00000026564","Dusp27"
"901","ENSMUSG00000000544","Gpa33"
"902","ENSMUSG00000040629","Mael"
"903","ENSMUSG00000040612","Ildr2"
"904","ENSMUSG00000026563","Tada1"
"905","ENSMUSG00000040596","Pogk"
"906","ENSMUSG00000086056","Gm4846"
"907","ENSMUSG00000051081","Gm4847"
"908","ENSMUSG00000026560","Fmo9"
"909","ENSMUSG00000060568","Fam78b"
"910","ENSMUSG00000026558","Uck2"
"911","ENSMUSG00000052428","Tmco1"
"912","ENSMUSG00000026687","Aldh9a1"
"913","ENSMUSG00000026688","Mgst3"
"914","ENSMUSG00000040485","Lrrc52"
"915","ENSMUSG00000015843","Rxrg"
"916","ENSMUSG00000026686","Lmx1a"
"917","ENSMUSG00000052534","Pbx1"
"918","ENSMUSG00000026683","Nuf2"
"919","ENSMUSG00000026678","Rgs5"
"920","ENSMUSG00000038530","Rgs4"
"921","ENSMUSG00000070532","Ccdc190"
"922","ENSMUSG00000026675","Hsd17b7"
"923","ENSMUSG00000026674","Ddr2"
"924","ENSMUSG00000026670","Uap1"
"925","ENSMUSG00000026667","Uhmk1"
"926","ENSMUSG00000073494","Sh2d1b2"
"927","ENSMUSG00000102418","Sh2d1b1"
"928","ENSMUSG00000102752","Gm7694"
"929","ENSMUSG00000038473","Nos1ap"
"930","ENSMUSG00000042800","1700015E13Rik"
"931","ENSMUSG00000038463","Olfml2b"
"932","ENSMUSG00000026663","Atf6"
"933","ENSMUSG00000026659","Dusp12"
"934","ENSMUSG00000096968","Gm26620"
"935","ENSMUSG00000070524","Fcrlb"
"936","ENSMUSG00000038421","Fcrla"
"937","ENSMUSG00000026656","Fcgr2b"
"938","ENSMUSG00000059089","Fcgr4"
"939","ENSMUSG00000059498","Fcgr3"
"940","ENSMUSG00000026649","Cfap126"
"941","ENSMUSG00000058076","Sdhc"
"942","ENSMUSG00000056569","Mpz"
"943","ENSMUSG00000038370","Pcp4l1"
"944","ENSMUSG00000005677","Nr1i3"
"945","ENSMUSG00000005674","Tomm40l"
"946","ENSMUSG00000005681","Apoa2"
"947","ENSMUSG00000058715","Fcer1g"
"948","ENSMUSG00000013593","Ndufs2"
"949","ENSMUSG00000006403","Adamts4"
"950","ENSMUSG00000052423","B4galt3"
"951","ENSMUSG00000062729","Ppox"
"952","ENSMUSG00000053483","Usp21"
"953","ENSMUSG00000062963","Ufc1"
"954","ENSMUSG00000013973","Dedd"
"955","ENSMUSG00000013997","Nit1"
"956","ENSMUSG00000006412","Pfdn2"
"957","ENSMUSG00000045259","Klhdc9"
"958","ENSMUSG00000006411","Pvrl4"
"959","ENSMUSG00000048865","Arhgap30"
"960","ENSMUSG00000026641","Usf1"
"961","ENSMUSG00000103711","Tstd1"
"962","ENSMUSG00000038235","F11r"
"963","ENSMUSG00000060244","Alyref2"
"964","ENSMUSG00000038209","Itln1"
"965","ENSMUSG00000004709","Cd244"
"966","ENSMUSG00000004707","Ly9"
"967","ENSMUSG00000038179","Slamf7"
"968","ENSMUSG00000015355","Cd48"
"969","ENSMUSG00000015316","Slamf1"
"970","ENSMUSG00000038147","Cd84"
"971","ENSMUSG00000015314","Slamf6"
"972","ENSMUSG00000026556","Vangl2"
"973","ENSMUSG00000051251","Nhlh1"
"974","ENSMUSG00000003458","Ncstn"
"975","ENSMUSG00000026553","Copa"
"976","ENSMUSG00000003464","Pex19"
"977","ENSMUSG00000026554","Dcaf8"
"978","ENSMUSG00000013698","Pea15a"
"979","ENSMUSG00000007122","Casq1"
"980","ENSMUSG00000007107","Atp1a4"
"981","ENSMUSG00000038034","Igsf8"
"982","ENSMUSG00000007097","Atp1a2"
"983","ENSMUSG00000038026","Kcnj9"
"984","ENSMUSG00000044708","Kcnj10"
"985","ENSMUSG00000050229","Pigm"
"986","ENSMUSG00000026548","Slamf9"
"987","ENSMUSG00000037995","Igsf9"
"988","ENSMUSG00000026547","Tagln2"
"989","ENSMUSG00000026546","Cfap45"
"990","ENSMUSG00000049598","Vsig8"
"991","ENSMUSG00000053318","Slamf8"
"992","ENSMUSG00000070504","Fcrl6"
"993","ENSMUSG00000026544","Dusp23"
"994","ENSMUSG00000037942","Crp"
"995","ENSMUSG00000026542","Apcs"
"996","ENSMUSG00000037924","Olfr16"
"997","ENSMUSG00000062527","Olfr1408"
"998","ENSMUSG00000058981","Olfr1406"
"999","ENSMUSG00000046643","Olfr218"
"1000","ENSMUSG00000049456","Olfr1404"
"1001","ENSMUSG00000005339","Fcer1a"
"1002","ENSMUSG00000049605","Olfr418"
"1003","ENSMUSG00000079180","Mptx2"
"1004","ENSMUSG00000037872","Ackr1"
"1005","ENSMUSG00000005338","Cadm3"
"1006","ENSMUSG00000037860","Aim2"
"1007","ENSMUSG00000037849","Gm4955"
"1008","ENSMUSG00000070501","BC094916"
"1009","ENSMUSG00000073491","Pydc4"
"1010","ENSMUSG00000043263","Pyhin1"
"1011","ENSMUSG00000066677","Pydc3"
"1012","ENSMUSG00000073490","AI607873"
"1013","ENSMUSG00000073489","Ifi204"
"1014","ENSMUSG00000090272","Mndal"
"1015","ENSMUSG00000026536","Mnda"
"1016","ENSMUSG00000039997","Ifi203"
"1017","ENSMUSG00000026535","Ifi202b"
"1018","ENSMUSG00000054203","Ifi205"
"1019","ENSMUSG00000045381","Olfr433"
"1020","ENSMUSG00000047048","Olfr432"
"1021","ENSMUSG00000050134","Olfr430"
"1022","ENSMUSG00000049528","Olfr429"
"1023","ENSMUSG00000059371","Olfr427"
"1024","ENSMUSG00000046486","Olfr231"
"1025","ENSMUSG00000051528","Olfr424"
"1026","ENSMUSG00000055033","Olfr420"
"1027","ENSMUSG00000026532","Spta1"
"1028","ENSMUSG00000050788","Olfr419"
"1029","ENSMUSG00000026531","Mptx1"
"1030","ENSMUSG00000066672","Olfr417"
"1031","ENSMUSG00000059503","Olfr248"
"1032","ENSMUSG00000051509","Olfr414"
"1033","ENSMUSG00000066671","Olfr220"
"1034","ENSMUSG00000028354","Fmn2"
"1035","ENSMUSG00000050069","Grem2"
"1036","ENSMUSG00000026527","Rgs7"
"1037","ENSMUSG00000026526","Fh1"
"1038","ENSMUSG00000039783","Kmo"
"1039","ENSMUSG00000026525","Opn3"
"1040","ENSMUSG00000078185","Chml"
"1041","ENSMUSG00000026523","Wdr64"
"1042","ENSMUSG00000039748","Exo1"
"1043","ENSMUSG00000104158","Gm38100"
"1044","ENSMUSG00000055214","Pld5"
"1045","ENSMUSG00000078184","Rbm8a2"
"1046","ENSMUSG00000057335","Cep170"
"1047","ENSMUSG00000026504","Sdccag8"
"1048","ENSMUSG00000019699","Akt3"
"1049","ENSMUSG00000063659","Zbtb18"
"1050","ENSMUSG00000015962","1700016C15Rik"
"1051","ENSMUSG00000015961","Adss"
"1052","ENSMUSG00000091476","Gm16432"
"1053","ENSMUSG00000026502","Desi2"
"1054","ENSMUSG00000026500","Cox20"
"1055","ENSMUSG00000039630","Hnrnpu"
"1056","ENSMUSG00000026495","Efcab2"
"1057","ENSMUSG00000026494","Kif26b"
"1058","ENSMUSG00000055067","Smyd3"
"1059","ENSMUSG00000026492","Tfb2m"
"1060","ENSMUSG00000038949","Cnst"
"1061","ENSMUSG00000038936","Sccpdh"
"1062","ENSMUSG00000087236","Gm1305"
"1063","ENSMUSG00000026491","Ahctf1"
"1064","ENSMUSG00000026490","Cdc42bpa"
"1065","ENSMUSG00000026489","Adck3"
"1066","ENSMUSG00000010609","Psen2"
"1067","ENSMUSG00000038855","Itpkb"
"1068","ENSMUSG00000053963","6330403A02Rik"
"1069","ENSMUSG00000026496","Parp1"
"1070","ENSMUSG00000058729","Lin9"
"1071","ENSMUSG00000026497","Mixl1"
"1072","ENSMUSG00000026499","Acbd3"
"1073","ENSMUSG00000060743","H3f3a"
"1074","ENSMUSG00000038806","Sde2"
"1075","ENSMUSG00000066652","Lefty2"
"1076","ENSMUSG00000026520","Pycr2"
"1077","ENSMUSG00000038793","Lefty1"
"1078","ENSMUSG00000026519","Tmem63a"
"1079","ENSMUSG00000038776","Ephx1"
"1080","ENSMUSG00000038768","9130409I23Rik"
"1081","ENSMUSG00000026516","Nvl"
"1082","ENSMUSG00000062169","Cnih4"
"1083","ENSMUSG00000038733","Wdr26"
"1084","ENSMUSG00000026514","Cnih3"
"1085","ENSMUSG00000050625","Ccdc121"
"1086","ENSMUSG00000047369","Dnah14"
"1087","ENSMUSG00000004880","Lbr"
"1088","ENSMUSG00000022995","Enah"
"1089","ENSMUSG00000026511","Srp9"
"1090","ENSMUSG00000091013","Vmn1r1"
"1091","ENSMUSG00000038633","Degs1"
"1092","ENSMUSG00000047539","Fbxo28"
"1093","ENSMUSG00000026510","Trp53bp2"
"1094","ENSMUSG00000026509","Capn2"
"1095","ENSMUSG00000038599","Capn8"
"1096","ENSMUSG00000043429","Ccdc185"
"1097","ENSMUSG00000038576","Susd4"
"1098","ENSMUSG00000079164","Tlr5"
"1099","ENSMUSG00000030768","Disp1"
"1100","ENSMUSG00000046836","Brox"
"1101","ENSMUSG00000042901","Aida"
"1102","ENSMUSG00000056050","Mia3"
"1103","ENSMUSG00000072258","Taf1a"
"1104","ENSMUSG00000053461","Hhipl2"
"1105","ENSMUSG00000039384","Dusp10"
"1106","ENSMUSG00000044854","1700056E22Rik"
"1107","ENSMUSG00000039377","Hlx"
"1108","ENSMUSG00000026621","Marc1"
"1109","ENSMUSG00000073481","Marc2"
"1110","ENSMUSG00000039349","C130074G19Rik"
"1111","ENSMUSG00000026620","Mark1"
"1112","ENSMUSG00000039318","Rab3gap2"
"1113","ENSMUSG00000026618","Iars2"
"1114","ENSMUSG00000026617","Bpnt1"
"1115","ENSMUSG00000026615","Eprs"
"1116","ENSMUSG00000026614","Slc30a10"
"1117","ENSMUSG00000039246","Lyplal1"
"1118","ENSMUSG00000039239","Tgfb2"
"1119","ENSMUSG00000001305","Rrp15"
"1120","ENSMUSG00000039224","D1Pas1"
"1121","ENSMUSG00000026611","Spata17"
"1122","ENSMUSG00000039210","Gpatch2"
"1123","ENSMUSG00000026610","Esrrg"
"1124","ENSMUSG00000026609","Ush2a"
"1125","ENSMUSG00000026608","Kctd3"
"1126","ENSMUSG00000037624","Kcnk2"
"1127","ENSMUSG00000026605","Cenpf"
"1128","ENSMUSG00000026604","Ptpn14"
"1129","ENSMUSG00000026603","Smyd2"
"1130","ENSMUSG00000010175","Prox1"
"1131","ENSMUSG00000089872","Rps6kc1"
"1132","ENSMUSG00000026634","Angel2"
"1133","ENSMUSG00000037568","Vash2"
"1134","ENSMUSG00000066595","Mfsd7b"
"1135","ENSMUSG00000057072","Spata45"
"1136","ENSMUSG00000026632","Tatdn3"
"1137","ENSMUSG00000062510","Nsl1"
"1138","ENSMUSG00000026630","Batf3"
"1139","ENSMUSG00000091017","Fam71a"
"1140","ENSMUSG00000026628","Atf3"
"1141","ENSMUSG00000037499","Nenf"
"1142","ENSMUSG00000026627","Tmem206"
"1143","ENSMUSG00000026626","Ppp2r5a"
"1144","ENSMUSG00000037474","Dtl"
"1145","ENSMUSG00000037461","Ints7"
"1146","ENSMUSG00000026623","Lpgat1"
"1147","ENSMUSG00000026622","Nek2"
"1148","ENSMUSG00000037434","Slc30a1"
"1149","ENSMUSG00000049353","Rd3"
"1150","ENSMUSG00000026637","Traf5"
"1151","ENSMUSG00000037395","Rcor3"
"1152","ENSMUSG00000058248","Kcnh1"
"1153","ENSMUSG00000037375","Hhat"
"1154","ENSMUSG00000016262","Sertad4"
"1155","ENSMUSG00000016200","Syt14"
"1156","ENSMUSG00000016181","Diexf"
"1157","ENSMUSG00000026638","Irf6"
"1158","ENSMUSG00000079144","A130010J15Rik"
"1159","ENSMUSG00000037318","Traf3ip3"
"1160","ENSMUSG00000026639","Lamb3"
"1161","ENSMUSG00000016194","Hsd11b1"
"1162","ENSMUSG00000009633","G0s2"
"1163","ENSMUSG00000016179","Camk1g"
"1164","ENSMUSG00000026640","Plxna2"
"1165","ENSMUSG00000016494","Cd34"
"1166","ENSMUSG00000016493","Cd46"
"1167","ENSMUSG00000016481","Cr1l"
"1168","ENSMUSG00000026616","Cr2"
"1169","ENSMUSG00000050530","Fam171a1"
"1170","ENSMUSG00000026643","Nmt2"
"1171","ENSMUSG00000049950","Rpp38"
"1172","ENSMUSG00000026644","Acbd7"
"1173","ENSMUSG00000026645","Olah"
"1174","ENSMUSG00000026650","Meig1"
"1175","ENSMUSG00000026648","Dclre1c"
"1176","ENSMUSG00000026646","Suv39h2"
"1177","ENSMUSG00000051396","Hspa14"
"1178","ENSMUSG00000039496","Cdnf"
"1179","ENSMUSG00000026655","Fam107b"
"1180","ENSMUSG00000026657","Frmd4a"
"1181","ENSMUSG00000039449","Prpf18"
"1182","ENSMUSG00000048186","Bend7"
"1183","ENSMUSG00000026662","Sephs1"
"1184","ENSMUSG00000026664","Phyh"
"1185","ENSMUSG00000026668","Ucma"
"1186","ENSMUSG00000026669","Mcm10"
"1187","ENSMUSG00000026672","Optn"
"1188","ENSMUSG00000026676","Ccdc3"
"1189","ENSMUSG00000039145","Camk1d"
"1190","ENSMUSG00000039128","Cdc123"
"1191","ENSMUSG00000025817","Nudt5"
"1192","ENSMUSG00000056718","Gm13199"
"1193","ENSMUSG00000025816","Sec61a2"
"1194","ENSMUSG00000025815","Dhtkd1"
"1195","ENSMUSG00000043241","Upf2"
"1196","ENSMUSG00000045319","Proser2"
"1197","ENSMUSG00000039063","Echdc3"
"1198","ENSMUSG00000039046","Usp6nl"
"1199","ENSMUSG00000002107","Celf2"
"1200","ENSMUSG00000015619","Gata3"
"1201","ENSMUSG00000025782","Taf3"
"1202","ENSMUSG00000025781","Atp5c1"
"1203","ENSMUSG00000037262","Kin"
"1204","ENSMUSG00000037254","Itih2"
"1205","ENSMUSG00000025780","Itih5"
"1206","ENSMUSG00000061186","Sfmbt2"
"1207","ENSMUSG00000026778","Prkcq"
"1208","ENSMUSG00000026773","Pfkfb3"
"1209","ENSMUSG00000037197","Rbm17"
"1210","ENSMUSG00000026770","Il2ra"
"1211","ENSMUSG00000023206","Il15ra"
"1212","ENSMUSG00000058594","Fbxo18"
"1213","ENSMUSG00000047909","Ankrd16"
"1214","ENSMUSG00000026768","Itga8"
"1215","ENSMUSG00000026767","Fam188a"
"1216","ENSMUSG00000026730","Pter"
"1217","ENSMUSG00000049630","C1ql3"
"1218","ENSMUSG00000026727","Rsu1"
"1219","ENSMUSG00000026726","Cubn"
"1220","ENSMUSG00000026723","Trdmt1"
"1221","ENSMUSG00000026728","Vim"
"1222","ENSMUSG00000003418","St8sia6"
"1223","ENSMUSG00000063275","Hacd1"
"1224","ENSMUSG00000026718","Stam"
"1225","ENSMUSG00000061531","Tmem236"
"1226","ENSMUSG00000026712","Mrc1"
"1227","ENSMUSG00000036949","Slc39a12"
"1228","ENSMUSG00000057914","Cacnb2"
"1229","ENSMUSG00000026707","Nsun6"
"1230","ENSMUSG00000017418","Arl5b"
"1231","ENSMUSG00000075520","Malrd1"
"1232","ENSMUSG00000026748","Plxdc2"
"1233","ENSMUSG00000053702","Nebl"
"1234","ENSMUSG00000062651","H2afb1"
"1235","ENSMUSG00000054074","Skida1"
"1236","ENSMUSG00000026743","Mllt10"
"1237","ENSMUSG00000026740","Dnajc1"
"1238","ENSMUSG00000051154","Commd3"
"1239","ENSMUSG00000026739","Bmi1"
"1240","ENSMUSG00000037708","Spag6"
"1241","ENSMUSG00000097638","Carlr"
"1242","ENSMUSG00000026737","Pip4k2a"
"1243","ENSMUSG00000037683","Armc3"
"1244","ENSMUSG00000023094","Msrb2"
"1245","ENSMUSG00000026735","Ptf1a"
"1246","ENSMUSG00000026734","4921504E06Rik"
"1247","ENSMUSG00000043415","Otud1"
"1248","ENSMUSG00000036617","Etl4"
